,index,name,cre_id,Lng,Lat,place_id,gas_price,gas type,Rating,User Ratings,Google_Name,Address,Types
553,1421,SERVICIOS GUERRERO DE ACAMBARO SA DE CV,PL/1324/EXP/ES/2015,-100.7662,20.04531,2606,17.7,regular,3.9,27,Pemex,"Carret, Acambaro - Salvatierra Km. 3.5, Acámbaro","gas_station, point_of_interest, establishment"
554,1424,SUPER SERVICIO ARRIETA SA DE CV,PL/1485/EXP/ES/2015,-104.6802,24.04261,2607,18.84,regular,4,4,PEMEX,"Calle Puerto Ensenada Num.907, Morga, Durango","gas_station, point_of_interest, establishment"
555,1427,SERVICIO MARITIMO CORAL S.A. DE C.V.,PL/1483/EXP/ES/2015,-86.86012,21.15244,2608,19.74,regular,4,72,KemaGas,"avenida chichen itza manza 19 lote 3-03, 97, Cancún","gas_station, point_of_interest, establishment"
556,1429,"SERVICIO D SOTO, S.A. DE C.V.",PL/1490/EXP/ES/2015,-102.3362,20.52757,2609,19.55,regular,3.8,44,Pemex Gasolineria,"Ayotlan, Sin Nombre, Tonalá","gas_station, point_of_interest, establishment"
557,1432,"BP ESTACIONES Y SERVICIOS ENERGETICOS, S.A. DE C.V.",PL/1386/EXP/ES/2015,-117.0291,32.53864,2610,17.99,regular,3.8,26,BP,"Av de la Amistad, Zona Urbana Rio Tijuana, Tijuana","gas_station, convenience_store, cafe, food, point_of_interest, store, establishment"
558,1435,"SERVICIO VEGA, S.A. DE C.V.",PL/1359/EXP/ES/2015,-100.8577,21.20466,2611,18.9,regular,4.2,55,Pemex,"México 110, Km 38, Dolores Hidalgo Cuna de la Independencia Nacional","gas_station, point_of_interest, establishment"
559,1438,"SERVICIO APACHE, SA DE CV",PL/1391/EXP/ES/2015,-103.5208,25.568479999999997,2612,18.91,regular,3.9,114,"Gasolinera Apache, Grupo Ary","Blvd. Ejército Mexicano Km 10,703, Fidel Velázquez, Gómez Palacio","gas_station, point_of_interest, establishment"
560,1441,ESTACIONES DE SERVICIO AUTO S.A. DE C.V.,PL/1433/EXP/ES/2015,-92.91328,18.01615,2613,17.79,regular,4,130,Servicio Auto Orsan,"Av Universidad, El Recreo, Villahermosa","gas_station, point_of_interest, establishment"
561,1444,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/1424/EXP/ES/2015,-100.3868,20.61522,2614,18.55,regular,0,0,Gasolinera Mobil,"Unnamed Road, Arboledas, Santiago de Querétaro","gas_station, point_of_interest, establishment"
562,1446,INSIGNIA ALTOZANO SA DE CV,PL/1420/EXP/ES/2015,-101.1623,19.664360000000002,2615,18.25,regular,4,38,Pemex,"José María Morelos 295, Jesús del Monte","gas_station, point_of_interest, establishment"
563,1449,INMOBILIARIA CORRALEJO S.A. DE C.V.,PL/1481/EXP/ES/2015,-87.08114,20.6367,2616,19.99,regular,3.5,54,Gasolinera Pemex,"Avenida Constituyentes, Mz 119, Lote 1, Frac.2 Zona 1 Region 012","gas_station, point_of_interest, establishment"
564,1451,servicio migajas sa de cv,PL/1472/EXP/ES/2015,-98.98380999999999,18.76206,2617,17.79,regular,3.5,58,Gasolinera Ayala,"Pablo Torres Burgos 48, Centro, Cd Ayala","gas_station, point_of_interest, establishment"
565,1454,ESTACIONES DE SERVICIO S.A. DE C.V.,PL/1429/EXP/ES/2015,-100.4375,20.61662,2618,17.89,regular,5,1,Gasolinera Pemex,"Av. del Sol N 2, El Sol, Santiago de Querétaro","gas_station, point_of_interest, establishment"
566,1457,"ALTAVILLA, S.A. DE C.V.",PL/1499/EXP/ES/2015,-99.08908000000001,19.511229999999998,2619,18.19,diesel,4.1,42,BP,"Av. Via Morelos Altavilla, Carr. Federal Pachuca - Mexico Km. 10.5, Ecatepec de Morelos","gas_station, meal_takeaway, restaurant, food, point_of_interest, establishment"
567,1460,"COMBUSTIBLES ECOLOGICOS DEL LERMA, S.A. DE C.V.",PL/1441/EXP/ES/2015,-102.0181,20.32315,2620,17.84,regular,3.9,96,Combustibles Ecológico del Lerma S.A. de C.V.,"Miguel Hidalgo 1091, Los Moreno, La Piedad de Cavadas","gas_station, point_of_interest, establishment"
568,1463,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/1437/EXP/ES/2015,-96.72063,18.80815,2621,17.69,regular,0,0,Pemex,Cuitlahuac,"gas_station, point_of_interest, establishment"
569,1466,"GASOLINERA ROMO, S.A. DE C.V.",PL/1471/EXP/ES/2015,-102.5762,21.43035,2622,19.15,regular,3.9,7,Gasolinera Pemex,"Ca Juarez N 222, Centro, Teocaltiche","gas_station, point_of_interest, establishment"
570,1469,"COMBUSTIBLES ECOLOGICOS DEL LERMA, S.A. DE C.V.",PL/1436/EXP/ES/2015,-102.0157,20.351770000000002,2623,16.89,regular,3.8,80,Gasolinera Pemex,"Av Padre Hidalgo N 1000, Centro, Santa Ana Pacueco","gas_station, point_of_interest, establishment"
571,1472,"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/1446/EXP/ES/2015,-99.29172,20.05834,2624,18.49,premium,4.2,29,Servicio Facil El llano 2a Sec. del llano,"El Llano 2da Secc, El Llano","gas_station, point_of_interest, establishment"
572,1475,SERVICIOS PLAYACAR S.A. DE C.V.,PL/1482/EXP/ES/2015,-87.07149,20.642879999999998,2625,19.99,regular,2.8,106,PEMEX,"Carr. Cancún - Tulum manzana 51, Luis Donaldo Colosio, Playa del Carmen","gas_station, point_of_interest, establishment"
