name,cre_id,location/x,location/y,_place_id
"SERVICIO LEYVA, S.A DE C.V.",PL/5543/EXP/ES/2015,-106.9629,29.94334,5275
GRUPO GASOCOL SA DE CV,PL/5505/EXP/ES/2015,-103.7446,19.24378,5276
PETRO G SA DE CV,PL/5435/EXP/ES/2015,-98.32819,26.04689,5277
GASOLINERA LA NOPALERA S.A DE C.V.,PL/5192/EXP/ES/2015,-102.3227,19.05484,5278
"CORPORATIVO AP, S.A. DE C.V.",PL/5837/EXP/ES/2015,-99.60799,19.33473,5279
VICENTE CANALES GARZA,PL/5090/EXP/ES/2015,-99.53221,26.30932,5280
MA CLEMENCIA VAZQUEZ MORAN,PL/6099/EXP/ES/2015,-99.94195,20.73146,5281
PETRO IMPULSORA DEL NORTE SA,PL/5185/EXP/ES/2015,-99.50462,27.48775,5282
PATRICIA LOPEZ FLORES,PL/5704/EXP/ES/2015,-92.2872,16.18635,5283
GASERVICIO ENCINAS SA DE CV,PL/5641/EXP/ES/2015,-110.9921,29.0913,5284
SERVICIO NUEVO MILENIO SA DE CV,PL/5852/EXP/ES/2015,-106.3905,31.66017,5285
NACIONAL DE COMBUSTIBLES Y LUBRICANTES S.A. DE C.V,PL/5989/EXP/ES/2015,-98.93825,18.84779,5286
PRODUCTOS FTLES P/ EXPORTACION DE EL SALTO S.A. DE,PL/5948/EXP/ES/2015,-105.68,23.73085,5287
"AUTOSERVICIO YUCATAN, S.A. DE C.V. (ES05480)",PL/5923/EXP/ES/2015,-89.62384,20.99694,5288
JORGE QUESADA MORAN,PL/5740/EXP/ES/2015,-102.2612,21.91894,5289
SERVICIO NUEVO MILENIO SA DE CV,PL/5849/EXP/ES/2015,-106.4665,31.71223,5290
MARTIN LOPEZ LOPEZ,PL/5776/EXP/ES/2015,-101.9487,20.24465,5291
JOSE LUIS DOMINGUEZ ISLAS,PL/5951/EXP/ES/2015,-97.68803,19.4676,5292
servicio juan escutia s. de r.l. de c.v.,PL/5336/EXP/ES/2015,-94.50758,18.13796,5293
Servicio Cascadiña SA de CV,PL/5954/EXP/ES/2015,-99.14639,19.40134,5294
"ESTACION FERCHAZ TAMASOPO, SA DE CV",PL/5762/EXP/ES/2015,-99.39454,21.94232,5295
"Servicio Boulevares, S.A.",PL/5991/EXP/ES/2015,-99.24958,19.49653,5296
"MULTISERVICIOS ORCA, S.A. DE C.V.",PL/5787/EXP/ES/2015,-101.5219,20.45272,5297
ROSBELT SA DE CV,PL/5485/EXP/ES/2015,-107.3514,24.7785,5298
"AUTOSERVICIOS RAPIDOS TOCHAPAN, S.A. DE C.V.",PL/5405/EXP/ES/2015,-97.64144,18.91143,5299
SERVICIO LOVA SA DE CV,PL/5490/EXP/ES/2015,-100.9704,20.9228,5300
Servicio La Antigua Veracruz S. de R.L. de C. V.,PL/5617/EXP/ES/2015,-96.2226,19.21898,5301
"ESTACION SANTA RITA, S. A. DE C. V.",PL/5500/EXP/ES/2015,-100.0735,24.80491,5302
COMBUSTIBLES LA PAPERA SA DE CV,PL/5924/EXP/ES/2015,-107.4449,24.77792,5303
M LUISA SERRANO MENDEZ,PL/6046/EXP/ES/2015,-102.5311,20.50009,5304
ANA JEY RODRIGUEZ HERNANDEZ,PL/5244/EXP/ES/2015,-107.3091,24.80405,5305
ATIGAS SA DE CV,PL/5894/EXP/ES/2015,-99.26694,19.55429,5306
GASOLINERA SERVICIO MANUEL GONZALEZ MARTINEZ SA CV,PL/5290/EXP/ES/2015,-101.9263,19.33879,5307
SERVICIOS SAN JOSE S.A. DE C.V.,PL/5655/EXP/ES/2015,-102.4625,21.15356,5308
SERVICIO DELICIAS S.A. DE C.V.,PL/6098/EXP/ES/2015,-110.9122,27.92468,5309
COMERCIALIZADORA DE COMBUSTIBLES TIFA SA DE CV,PL/5606/EXP/ES/2015,-96.45842,18.75034,5310
"PRONTOGAS, S.A. DE C.V.",PL/6067/EXP/ES/2015,-106.0967,28.68469,5311
FLUIDOS Y REFINADOS GASTELUM SA DE CV,PL/5726/EXP/ES/2015,-98.20924,26.03444,5312
GASOLINERA CAFETALES SA DE CV,PL/5197/EXP/ES/2015,-92.25474,14.935,5313
AUTOSERVICIO EL ABUELO S.A. DE C.V.,PL/5269/EXP/ES/2015,-108.4385,25.61655,5314
AUTO SERVICIO ORIENTE SA DE CV,PL/5579/EXP/ES/2015,-97.01645,18.94818,5315
"INTERNACIONAL DE COMBUSTIBLES, S.A. DE C.V.",PL/5194/EXP/ES/2015,-89.64149,20.95939,5316
Petromart de Mexicali SA de CV,PL/5451/EXP/ES/2015,-115.4528,32.66746,5317
DARA SERVICIOS S.A. DE C.V.,PL/5648/EXP/ES/2015,-103.3428,20.75699,5318
JORGE LUIS TREVIZO PEÑA,PL/5555/EXP/ES/2015,-106.9079,28.74403,5319
"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/6190/EXP/ES/2015,-92.9492,17.98854,5320
"GASOLINERA BOSQUES DEL VALLE, S.A. DE C.V.",PL/5861/EXP/ES/2015,-100.3755,25.63652,5321
PETRORAC S.A. DE C.V.,PL/5723/EXP/ES/2015,-97.13663,18.83872,5322
SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE GUANAJUATO,PL/5146/EXP/ES/2015,-101.288,20.98432,5323
"SERVICIO ROBLES, S.A. DE C.V.",PL/5115/EXP/ES/2015,-115.4529,32.64848,5324
JUSTO JESUS DIAZ DEL CASTILLO CORTES,PL/5410/EXP/ES/2015,-91.41824,17.46274,5325
SERVICIO BACOBAMPO SA DE CV,PL/5612/EXP/ES/2015,-109.6629,26.9903,5326
GASERVICIO EL LLANITO QUIROGA SA DE CV,PL/5638/EXP/ES/2015,-111.0224,29.10125,5327
"SERVICIO CIMOVI, S.A. DE C.V.",PL/5367/EXP/ES/2015,-96.74084,17.02297,5328
ORGANIZACION PEGO JUAREZ SA DE CV,PL/5243/EXP/ES/2015,-100.1116,25.65291,5329
"GASOLINERIA HURTADO, S.A. DE C.V.",PL/5080/EXP/ES/2015,-99.85617,18.36177,5330
GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/5095/EXP/ES/2015,-115.369,32.57447,5331
RAQUEL JIMENEZ MARTINEZ,PL/5759/EXP/ES/2015,-102.9083,21.86734,5332
"IBARRA SERVICIOS AUTOMOTRICES, S.A. DE C.V.",PL/6063/EXP/ES/2015,-97.87402,22.24747,5333
GASOLINERA MAPASTEPEC SA DE CV,PL/5217/EXP/ES/2015,-92.88828,15.45608,5334
FRANCISCO DIAZ DELGADO,PL/5802/EXP/ES/2015,-101.9908,22.28243,5335
NAVA SA DE CV,PL/5622/EXP/ES/2015,-100.6439,23.64835,5336
SERVICIO EXPRESS APEGAS SA DE CV,PL/5275/EXP/ES/2015,-109.581,31.29354,5337
JOSE CABALLERO HERNANDEZ,PL/5150/EXP/ES/2015,-97.54636,19.78075,5338
"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/6071/EXP/ES/2015,-95.80376,18.35707,5339
GASOLINERA Y SERVICIOS MAZATLAN S.A. DE C.V.,PL/5096/EXP/ES/2015,-106.4264,23.25855,5340
EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015,-102.9709,21.76226,5341
"SAZA YAPOR, S.A. DE C.V.",PL/5093/EXP/ES/2015,-106.0678,28.63051,5342
"SERVICIO LAS MERCEDES, S.A. DE C.V.",PL/5629/EXP/ES/2015,-110.9708,29.37066,5343
ROBERTO HENOCH AGUILAR GALINDO,PL/5742/EXP/ES/2015,-98.97992,19.83579,5344
Inmobiliaria ABeira S.A. de C.V.,PL/5203/EXP/ES/2015,-99.18379,19.65528,5345
"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.",PL/5129/EXP/ES/2015,-106.3968,31.61485,5346
MULTISERVICIO EXPRESS VALVI SA DE CV,PL/5310/EXP/ES/2015,-102.0356,19.39565,5347
GASPAR GUTIERREZ GARCIA SA DE CV,PL/5794/EXP/ES/2015,-108.6213,25.6605,5348
"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.",PL/5202/EXP/ES/2015,-106.3968,31.5741,5349
"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.",PL/5131/EXP/ES/2015,-106.4082,31.67592,5350
BELAX GASOLINERA SA DE CV,PL/5904/EXP/ES/2015,-107.3701,24.78509,5351
servicio juan escutia s. de r.l. de c.v.,PL/5364/EXP/ES/2015,-94.43294,18.14104,5352
"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.",PL/5118/EXP/ES/2015,-106.4288,31.65857,5353
OPERADORA DE COMBUSTIBLES SANDOVAL SA DE CV,PL/5896/EXP/ES/2015,-99.50612,17.55944,5354
SC PDCION PRES SERV ISTM SCL,PL/5246/EXP/ES/2015,-95.03371,16.81445,5355
SERVICIO CRISTO REY SA DE CV,PL/5158/EXP/ES/2015,-106.4732,31.74426,5356
OPERADORA DE COMBUSTIBLES SANDOVAL SA DE CV,PL/5889/EXP/ES/2015,-99.49773,17.53821,5357
"ESTACION DE SERVICIO MOZIMBA, S.A. DE C.V.",PL/5537/EXP/ES/2015,-99.91721,16.86162,5358
Servicio Moreno de Guachochi S.A. de C.V.,PL/6019/EXP/ES/2015,-107.0718,26.82784,5359
GUADALUPE ENRIQUEZ ESPINOSA,PL/5769/EXP/ES/2015,-98.12311,18.09075,5360
"SERVICIO JUAN JOSE RIOS, S.A. DE C.V.",PL/5337/EXP/ES/2015,-108.7227,25.70615,5361
"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.",PL/5116/EXP/ES/2015,-106.3964,31.61415,5362
"SERVICIO LOMAS ESTRELLA, S.A. DE C.V.",PL/5332/EXP/ES/2015,-99.09616,19.32293,5363
SERVICIO MAPRI SA DE CV,PL/5919/EXP/ES/2015,-101.535,19.53695,5364
"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/5288/EXP/ES/2015,-100.0886,20.45459,5365
PETROLEOS DEL HUAJUCO SA DE CV,PL/5621/EXP/ES/2015,-100.112,25.37859,5366
"GASOLINERA EL SERI, S.A. DE C.V.",PL/6199/EXP/ES/2015,-110.956,29.07975,5367
"SUPER SERVICIO SALK, S.A. DE C.V.",PL/5428/EXP/ES/2015,-100.9573,22.13367,5368
SERVICIO LARA SA DE CV,PL/5836/EXP/ES/2015,-99.36987,20.72623,5369
"OPERADORA RIO COLORADO, S. DE R.L. DE C.V.",PL/5195/EXP/ES/2015,-114.7689,32.44132,5370
"OLESMA, S.A. DE C.V.",PL/5072/EXP/ES/2015,-99.01744,19.19645,5371
ANTONIO MARTINEZ RODRIGUEZ,PL/6053/EXP/ES/2015,-99.02147,23.30764,5372
SUPER SERVICIO DLT SA DE CV,PL/5684/EXP/ES/2015,-99.2365,19.54496,5373
Servicio Gaslo S.A. de C.V.,PL/5462/EXP/ES/2015,-101.194,20.40229,5374
Gasolinas y Servicios del Norte SA de CV,PL/6105/EXP/ES/2015,-97.43027,25.83608,5375
Combustibles y Lubricantes Diamante S.A. DE C.V.,PL/5279/EXP/ES/2015,-100.9558,22.1651,5376
Servicio Nevado S.A. DE C.V.,PL/5276/EXP/ES/2015,-99.68476,19.25723,5377
"SUPER SERVICIO GARBRI, S.A. DE C.V.",PL/6089/EXP/ES/2015,-101.9348,20.38947,5378
Servicio IBSOM SA de CV,PL/5175/EXP/ES/2015,-105.2053,20.72059,5379
Gasolinera Vista Alegre SA de CV,PL/5691/EXP/ES/2015,-103.288,20.60555,5380
"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/6137/EXP/ES/2015,-94.09898,17.89932,5381
GENSA AUTO SERVICIO EXPRESS S.A. DE C.V.,PL/5220/EXP/ES/2015,-98.26932,25.92335,5382
MARIA DEL CARMEN NAVARRETE HUANTE,PL/6027/EXP/ES/2015,-101.5429,17.65024,5383
AUTO SERVICIO AFA SA DE CV,PL/5550/EXP/ES/2015,-109.4514,27.07555,5384
SERVICIO MIRADORES DE ZARAGOZA SA DE CV,PL/5351/EXP/ES/2015,-98.77395,23.19157,5385
CAMPANITA GAS DE ZACATECAS SA DE CV,PL/5474/EXP/ES/2015,-102.5011,22.74246,5386
"SERVICIOS DON CHUCHINO, S.A. DE C.V.",PL/5936/EXP/ES/2015,-111.0452,27.95628,5387
"AUTOSERVICIO LA FUENTE, S.A. DE C.V.",PL/5482/EXP/ES/2015,-109.6401,26.83286,5388
Servicio La Solitaria S.A. de C.V.,PL/5112/EXP/ES/2015,-108.0016,31.09221,5389
SERVICIO DOMART SA DE CV,PL/5892/EXP/ES/2015,-98.20566,19.47291,5390
COMBUSTIBLES LUGO SA DE CV,PL/5817/EXP/ES/2015,-91.81649,18.65464,5391
BICENTENARIO SERVICIO LA BONITA S.A. DE C.V.,PL/5930/EXP/ES/2015,-98.23076,19.25828,5392
FLECHA GASOLINERA SA DE CV,PL/5421/EXP/ES/2015,-110.9284,27.93651,5393
SERVICIO SANDOVAL SA DE CV,PL/5171/EXP/ES/2015,-103.4408,21.92987,5394
ELIA MARGARITA CANTU GONZALEZ,PL/5899/EXP/ES/2015,-102.067,26.98573,5395
JOSE VAZQUEZ PRADO,PL/5847/EXP/ES/2015,-99.5406,19.27915,5396
"ESTACION PIRU, S.A. DE C.V.",PL/5758/EXP/ES/2015,-116.9571,32.49983,5397
PETROMEX DE HERMOSILLO S.A. DE C.V.,PL/6154/EXP/ES/2015,-110.9819,29.08002,5398
GASOLINERA JV S.A. DE C.V.,PL/5921/EXP/ES/2015,-105.6631,26.97291,5399
"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/6157/EXP/ES/2015,-100.2827,25.64064,5400
DAVID JOSE XACUR LUGO,PL/5394/EXP/ES/2015,-89.55203,20.96548,5401
Quadrum Gas SA de CV,PL/5067/EXP/ES/2015,-100.4362,20.64472,5402
RAUL TELLEZ ROMERO,PL/5375/EXP/ES/2015,-98.64756,20.28056,5403
"COMBUSTIBLES SAN PEDRO, S.A.",PL/5864/EXP/ES/2015,-102.9865,25.75883,5404
ORVI COMBUSTIBLES S.A DE C.V,PL/5452/EXP/ES/2015,-99.68853,18.8337,5405
SERVICIOS Y COMBUSTIBLES ASL SA DE CV,PL/5251/EXP/ES/2015,-109.9331,27.41261,5406
GASOCEN SA DE CV,PL/5412/EXP/ES/2015,-100.8167,21.9719,5407
"CORPORATIVO AP, S.A. DE C.V.",PL/5842/EXP/ES/2015,-99.7892,19.7008,5408
RAUL TELLEZ ROMERO,PL/5379/EXP/ES/2015,-98.6328,20.222,5409
"SUPER ESTACION CUELLAR, S.A. DE C.V.",PL/5689/EXP/ES/2015,-101.1566,22.42322,5410
PROMOTORES  COMBYLUB SA DE CV,PL/5147/EXP/ES/2015,-103.0563,23.84455,5411
SERVICIO PETROJUELOS S.A. DE C.V.,PL/5653/EXP/ES/2015,-102.3353,21.86349,5412
"DISCIP COMBUSTIBLE 1, S.A. DE C.V.",PL/5796/EXP/ES/2015,-101.3652,20.63528,5413
JORGE EUGENIO SOTO YARTO,PL/5614/EXP/ES/2015,-96.13878,19.16463,5414
GASERVICIO SANTA CLARA SA DE CV,PL/5642/EXP/ES/2015,-110.9694,29.00051,5415
PEDRO ARROYO SANCHEZ,PL/5216/EXP/ES/2015,-102.0487,19.42518,5416
DELIA OCHOA CORDOVA,PL/5602/EXP/ES/2015,-110.3773,29.42908,5417
ESTACION DE SERVICIO COCOYOC S.A. DE C.V.,PL/5278/EXP/ES/2015,-98.99687,18.88815,5418
RICARDO MENDOZA DIEZ,PL/5906/EXP/ES/2015,-101.1076,23.12762,5419
"CORPORATIVO AP, S.A. DE C.V.",PL/5444/EXP/ES/2015,-99.71184,19.57616,5420
"SERVICIO LAGUNAS, S.A. DE C.V.",PL/5187/EXP/ES/2015,-106.0556,28.65741,5421
AUTOSERVICIO ALEGRIAS SA DE CV,PL/6094/EXP/ES/2015,-108.4784,25.55029,5422
"SUPER SERVICIO LOS GLOBOS, S.A. DE C.V.",PL/5417/EXP/ES/2015,-100.959,22.17523,5423
COMBUSTIBLES Y LUBRICANTES SALDIVAR S DE RL DE CV,PL/5910/EXP/ES/2015,-101.2276,27.23639,5424
PETRO SAV LEONES S.A. DE C.V.,PL/6123/EXP/ES/2015,-100.3945,25.72883,5425
"LUIS ALVAREZ E HIJOS, S.A. DE C.V.",PL/6057/EXP/ES/2015,-116.9257,32.46844,5426
GRUPO EMPRESARIAL CACHANILLA SA DE CV,PL/5097/EXP/ES/2015,-115.4694,32.60802,5427
SERVICIO HIDALGO DE FRESNILLO S.A. DE C.V.,PL/5747/EXP/ES/2015,-102.8596,23.17211,5428
"SERVICIO CUALLI 0250, S.A. DE C.V.",PL/5804/EXP/ES/2015,-99.14827,19.69106,5429
ARMANDO SOLIS ARIZPE,PL/5211/EXP/ES/2015,-102.4008,27.32268,5430
"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.",PL/5136/EXP/ES/2015,-106.4055,31.69227,5431
"ESTACION NUEVA SAN ANTONIO, S.A. DE C.V.",PL/5371/EXP/ES/2015,-97.68632,16.0927,5432
Servicio Ninfas S.A. de C.V.,PL/5263/EXP/ES/2015,-99.63036,19.2857,5433
Servicio GF44 SA de CV,PL/5571/EXP/ES/2015,-109.945,27.55584,5434
PETRO G SA DE CV,PL/5183/EXP/ES/2015,-98.30227,26.07005,5435
POLISERVICIOS LA T DE BACUM SA DE CV,PL/5739/EXP/ES/2015,-110.0854,27.52021,5436
Auto Servicio Garmi S.A. DE C.V.,PL/5346/EXP/ES/2015,-100.9161,22.14234,5437
SOL DEL COLORADO S.A. DE C.V.,PL/5596/EXP/ES/2015,-114.7871,32.4686,5438
"DISTRIBUIDORA DE COMBUSTIBLES KARZO, S. DE R.L. DE C.V.",PL/6171/EXP/ES/2015,-97.48071,25.86177,5439
ARMANDO VILLA ENCINAS,PL/5696/EXP/ES/2015,-111.0064,29.14818,5440
SERVICIO JHOMI DEL SURESTE S.A DE C.V,PL/5106/EXP/ES/2015,-96.70618,16.94079,5441
SERGIO XAVIER GARCIA ANCIRA,PL/5957/EXP/ES/2015,-100.3898,25.7957,5442
"GRUPO GASOLINERO DE ORIZABA, S.A. DE C.V.",PL/5161/EXP/ES/2015,-97.12173,18.83869,5443
"GAS SAN AMARO, S.A. DE C.V.",PL/5347/EXP/ES/2015,-100.8127,20.50174,5444
ENERGETICOS PLUS SA DE CV,PL/5692/EXP/ES/2015,-103.3652,20.57901,5445
JOEL FRANCISCO LEBARON SOTO,PL/5509/EXP/ES/2015,-107.6054,30.0673,5446
SERVICIOS SAN ALFONSO SA DE CV,PL/5429/EXP/ES/2015,-102.7393,20.80032,5447
"MEGASERVICIOS, SA DE CV (ES08349)",PL/5863/EXP/ES/2015,-89.41128,20.30069,5448
ABOL ESTACIONES DE SERVICIO S.A. DE C.V.,PL/5180/EXP/ES/2015,-89.58533,21.0049,5449
RAMON ALEJANDRO RIVERA SANCHEZ,PL/5316/EXP/ES/2015,-110.0083,27.48246,5450
"PRONTOGAS, S.A. DE C.V.",PL/6126/EXP/ES/2015,-106.0829,28.66594,5451
HECTOR AGUILAR LUIS,PL/5353/EXP/ES/2015,-96.50793,16.98378,5452
Servicio Cupula SA de CV,PL/6185/EXP/ES/2015,-98.97485,19.85073,5453
estacion de servicio el saucillo S.A DE C.V.,PL/5974/EXP/ES/2015,-96.25768,19.2187,5454
Estación de Servicio Tecamac S.A. de C.V.,PL/5702/EXP/ES/2015,-98.97128,19.71976,5455
"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/6194/EXP/ES/2015,-94.5184,18.14005,5456
"SUPER S RAPÍDITOS BIP BIP, S.A. DE C.V.",PL/5139/EXP/ES/2015,-106.4443,31.62291,5457
"Abastecedora Mexicana de Petróleo, S.A. de C.V.",PL/5370/EXP/ES/2015,-98.99529,19.36983,5458
Servicios Plazas AP S.A. de C.V.,PL/5260/EXP/ES/2015,-99.71886,19.28928,5459
"GRUPO FORTEMEXICO, S.A. DE C.V.",PL/5985/EXP/ES/2015,-99.82328,16.80616,5460
Servicio Alisas S.A. DE C.V.,PL/5284/EXP/ES/2015,-99.51461,19.28175,5461
"AUTOSERVICIO YUCATAN, S.A. DE C.V. (ES05480)",PL/5925/EXP/ES/2015,-89.30718,20.40429,5462
Servicio Independencia S.A. de C.V.,PL/5593/EXP/ES/2015,-102.2707,21.90233,5463
SERVICIO FLOR DE AZALIA SA DE CV,PL/6079/EXP/ES/2015,-99.24365,18.78876,5464
Gasolinera Gallego Hermanos SA de CV,PL/6042/EXP/ES/2015,-110.2998,30.98349,5465
HIDROCARBUROS DE SERVICIO DE APULCO S.A DE C.V.,PL/5479/EXP/ES/2015,-98.34896,20.28181,5466
COVESU SA DE CV,PL/5264/EXP/ES/2015,-98.37605,19.23222,5467
"Abastecedora Mexicana de Petróleo, S.A. de C.V.",PL/5382/EXP/ES/2015,-98.98758,19.41456,5468
Servicio San Juan SA de CV,PL/5272/EXP/ES/2015,-99.09639,19.51982,5469
"DIGEPE, S.A. DE C.V. (07356)",PL/5871/EXP/ES/2015,-100.3811,20.60106,5470
"COMVALE DE MEXICO, S.A. DE C.V.",PL/5404/EXP/ES/2015,-100.8397,22.0136,5471
"SERVICIOS EL PORVENIR, S.A. DE C.V.",PL/6191/EXP/ES/2015,-111.0429,28.32006,5472
SERVICIO JUVENTUD SA DE CV,PL/5671/EXP/ES/2015,-100.9686,20.48272,5473
MARIA DEL CARMEN MONTEVERDE SINOHUI,PL/5885/EXP/ES/2015,-111.0972,30.17369,5474
"ESTACION PIRU, S.A. DE C.V.",PL/6070/EXP/ES/2015,-116.8491,32.48064,5475
SERVICIOS ARANDI SA DE CV,PL/6103/EXP/ES/2015,-107.4806,24.77475,5476
ORSAN DEL NORTE S.A. DE C.V.,PL/5241/EXP/ES/2015,-100.2873,25.69077,5477
GONZALEZ SAENZ COMBUSTIBLE SA DE CV,PL/5998/EXP/ES/2015,-100.1579,25.96177,5478
SONIA BEATRIZ LOPEZ MENDOZA,PL/5603/EXP/ES/2015,-98.86002,19.2436,5479
CIPRIANO JIMENEZ CORTES,PL/6101/EXP/ES/2015,-98.9152,19.23041,5480
"OPERADORA DE COMBUSTIBLES DOMO, S.A. DE C.V.",PL/5688/EXP/ES/2015,-98.25601,19.23857,5481
PETRO SAV LINCOLN S.A. DE C.V.,PL/6121/EXP/ES/2015,-100.4286,25.77461,5482
ADOLFO AGUILAR SALAZAR,PL/5647/EXP/ES/2015,-107.392,24.83229,5483
COMBUSTIBLES Y SERVICIOS DE MATEHUALA SA DE CVF,PL/5068/EXP/ES/2015,-100.6286,23.67689,5484
SERVICIO LA TOBA SA DE CV,PL/5635/EXP/ES/2015,-111.7677,25.25896,5485
"SERVICIO DEARAL, S.A. DE C.V.",PL/5245/EXP/ES/2015,-92.61023,17.74716,5486
Puente Los Arrollos,PL/5303/EXP/ES/2015,-98.86751,19.22015,5487
COMBUSTIBLES LA MURALLA SA DE CV,PL/5727/EXP/ES/2015,-101.7093,20.80235,5488
"SUPERSERVICIO AGUA DULCE, S.A. DE C.V.",PL/5888/EXP/ES/2015,-94.15285,18.13353,5489
OPERADORA LUGOGAS SA DE CV,PL/5815/EXP/ES/2015,-99.70183,19.28989,5490
"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/5250/EXP/ES/2015,-98.72223,20.02139,5491
"SERVICIO PARADOR EL ESPAÑOL, S.A. DE C.V.",PL/5239/EXP/ES/2015,-105.7811,22.83705,5492
super servicio claudia de guadalajara s.a. de c.v.,PL/5733/EXP/ES/2015,-103.3575,20.65704,5493
SERVICIO SUJUXI S.A. DE C.V.,PL/5391/EXP/ES/2015,-98.94518,19.70413,5494
Gasolinera La 13 S.A. DE C.V.,PL/5372/EXP/ES/2015,-97.44229,20.53155,5495
"SUPER GASOLINERA VALE, S.A. DE CV",PL/5432/EXP/ES/2015,-100.9689,22.21874,5496
"SERVICIOS NORORREY, S.A. DE C.V.",PL/5157/EXP/ES/2015,-110.9817,29.14605,5497
Servicio Independencia S.A. de C.V.,PL/5585/EXP/ES/2015,-102.318,22.2228,5498
ESTACION DE SERVICIOS LUNA Y SOL SA DE CV,PL/5483/EXP/ES/2015,-100.5828,21.2413,5499
"OPERADORA RIO COLORADO, S. DE R.L. DE C.V.",PL/5179/EXP/ES/2015,-114.7779,32.45512,5500
"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/6200/EXP/ES/2015,-94.65438,17.98845,5501
JUAN FELIPE RAMIREZ MARTINEZ,PL/5809/EXP/ES/2015,-106.4955,31.74139,5502
JOSE MARIANO JUVENTINO ESPINO RODRIGUEZ,PL/5215/EXP/ES/2015,-98.21164,19.42126,5503
"SUPER SERVICIO DEL POTOSI, S.A. DE C.V.",PL/5425/EXP/ES/2015,-100.897,22.11171,5504
EDILBERTO ANTONIO MANZANO MONTERO,PL/5064/EXP/ES/2015,-96.73087,17.04906,5505
Servicio Independencia S.A. de C.V.,PL/5588/EXP/ES/2015,-102.3385,21.95485,5506
SERVICIO HERMANOS ALDAMA SA DE CV,PL/6176/EXP/ES/2015,-101.6765,21.11154,5507
"ESTACIONES ECOLOGICAS DE SERVICIOS, S.A. DE C.V.",PL/5461/EXP/ES/2015,-99.09188,19.42852,5508
"FERTONIO, S.A. DE C.V.",PL/5834/EXP/ES/2015,-98.97181,19.37206,5509
GASOLINERA Y REFACCIONARIA CANANEA SA DE CV,PL/6036/EXP/ES/2015,-110.2801,30.99353,5510
JOSE CABALLERO HERNANDEZ,PL/5151/EXP/ES/2015,-97.53406,19.70148,5511
Servicio Osuna de Mazatlán,PL/5634/EXP/ES/2015,-106.4182,23.20873,5512
"SERVICIO DOS HERMANOS, S.A. DE C.V.",PL/5223/EXP/ES/2015,-96.11369,19.1409,5513
SOL DEL COLORADO S.A. DE C.V.,PL/5598/EXP/ES/2015,-114.7756,32.44371,5514
MARIA AZUCENA RUIZ ROJAS,PL/5997/EXP/ES/2015,-97.25108,19.77733,5515
"SERVICIO FACIL DEL SURESTE, S.A. DE C.V.",PL/6142/EXP/ES/2015,-92.92785,17.9664,5516
"Hidrocarburos Campeche, S.A de C.V.",PL/5589/EXP/ES/2015,-91.78698,18.6554,5517
"SERVICIO PARADOR EL ESPAÑOL, S.A. DE C.V.",PL/5169/EXP/ES/2015,-105.8613,22.99354,5518
"GASOLINERIA TEQUILA, S.A. DE C.V.",PL/5724/EXP/ES/2015,-103.8055,20.87439,5519
"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",PL/5807/EXP/ES/2015,-102.7768,20.34682,5520
Ju Vita SA de CV,PL/5267/EXP/ES/2015,-99.07862,19.37629,5521
FRANCISCO ARTURO PEREZ GUZMAN,PL/5539/EXP/ES/2015,-97.8357,22.19415,5522
ADALBERTO FRUCTUOSO COMPARAN RODRIGUEZ,PL/5560/EXP/ES/2015,0,0,5523
Super Gasolinera Hidalgo S.A. DE C.V.,PL/5285/EXP/ES/2015,-99.58776,18.96329,5524
"ESTACION AEROPUERTO, S.A. DE C.V.",PL/5565/EXP/ES/2015,-92.90314,18.01328,5525
GASERVICIO ORIENTE SA DE CV,PL/5640/EXP/ES/2015,-110.9305,29.0913,5526
"PARADEROS Y COBERTIZOS DE SONORA, SA DE CV",PL/6026/EXP/ES/2015,-110.7544,27.95633,5527
"GASOLINERIA SARU, S.A DE C.V",PL/5522/EXP/ES/2015,-109.9322,27.43693,5528
ESTACIONES DE SERVICIO S.A. DE C.V.,PL/5517/EXP/ES/2015,-99.89297,20.53789,5529
MA GUADALUPE CHAPA VILLARREAL,PL/5163/EXP/ES/2015,-99.24023,25.6948,5530
Grupo Toscam S.A. de C.V.,PL/5265/EXP/ES/2015,-99.52876,19.27844,5531
